pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,blue_p0_pos_x,blue_p0_pos_y,blue_p0_pos_z,blue_p0_vel_x,blue_p0_vel_y,blue_p0_vel_z,blue_p0_boost,blue_p1_pos_x,blue_p1_pos_y,blue_p1_pos_z,blue_p1_vel_x,blue_p1_vel_y,blue_p1_vel_z,blue_p1_boost,blue_p2_pos_x,blue_p2_pos_y,blue_p2_pos_z,blue_p2_vel_x,blue_p2_vel_y,blue_p2_vel_z,blue_p2_boost,orange_p0_pos_x,orange_p0_pos_y,orange_p0_pos_z,orange_p0_vel_x,orange_p0_vel_y,orange_p0_vel_z,orange_p0_boost,orange_p1_pos_x,orange_p1_pos_y,orange_p1_pos_z,orange_p1_vel_x,orange_p1_vel_y,orange_p1_vel_z,orange_p1_boost,orange_p2_pos_x,orange_p2_pos_y,orange_p2_pos_z,orange_p2_vel_x,orange_p2_vel_y,orange_p2_vel_z,orange_p2_boost,Target_Goal_Value
24.835707650561634,3449.9864738611604,600.0,-689.1084870456313,881.3261338090069,105.34266290385517,-70.83097690364224,1300.0,100.0,3525.050632169051,-0.2600942644448878,35.11447153254025,49.763264601221046,1925.2973877943139,-1199.9999999999998,300.0,-1531.5237756376928,-197.5198015873525,-0.10275305576556093,84.80425016912157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.167760183449474,-1300.0,100.00000000000003,-360.32451824007813,0.2600942644448878,-8.526512829121202e-13,47.178374701830094,-1756.3316816693641,1199.9999999999995,100.0,-1569.9599607279765,197.5198015873798,0.0,3.1633980240616983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.47052732849941,3384.2041202910827,652.5199210595601,796.8536157401775,-1681.9926212199766,104.4306805580004,27.782996389024873,1298.0495455600544,117.53479374191829,397.7935853878139,-7.800794111240066,34.97925354601243,51.095833301946115,1770.3280134350377,-1298.7343300337025,299.2298446730017,-1582.7932833742614,-197.36570023776267,-3.078625078397863,92.85366702070495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.63713059357501,-1298.0495455600544,100.0,947.0290484441795,7.800794111246887,0.0,37.661856181203355,-1795.3006088539012,1298.7343300337022,100.0,-2.2130260675987756,197.36570023778654,0.0,8.00524501412422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232.51427468633077,3565.469536413428,704.130481381661,1869.0581671267362,2833.048385011464,101.7105241180144,187.4283579236803,1292.2012256582366,134.93454233575503,1039.4956170801763,-15.5894161476931,34.57464097495617,60.719338806419586,1772.6598007110265,-1397.3145986174945,296.92531008428386,-314.3214011043108,-196.90363664311462,-6.133539961757037,94.2032174763103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.29824819132827,-1292.201225658237,100.0,546.990680312374,15.5894161476931,0.0,29.93021799481279,-1803.3404625214953,1397.3145986174936,100.0,-1095.0085017613685,196.9036366431044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356.48416269976644,3432.641339483515,753.9380654343604,1021.6509204279375,1788.763135318086,97.2292919689761,252.5448062313087,1282.4641657997608,152.06524069083048,-174.7817564617057,-23.353713027372578,33.90374996464075,55.88503220200803,1791.9714000630186,-1495.5869846933342,293.1041447297439,1930.4115871235183,-196.13433179059598,-9.141217060364681,92.30414815551038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-361.60096864725773,-1282.4641657997608,100.0,-352.9768965513051,23.353713027372578,0.0,32.927606409239026,-1787.7812810711598,1495.5869846933333,100.0,-98.0290619697962,196.13433179058916,0.0,3.419459843428964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496.6936950160402,3422.04904051041,801.0802754750216,-616.6243180490744,1406.9336475356022,91.06457479437609,389.8932499728379,1268.8535593379338,168.79495582121098,128.18993269069892,-31.08156962445264,32.971747417919914,64.33808665678971,1730.465135033153,-1593.3981476118263,287.7957775179134,-6.250069756074481,-195.05898607546897,-12.078492588830727,83.14290913290922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.393989394056,-1268.8535593379338,100.0,-575.0272424536192,31.08156962444582,0.0,26.733304576023976,-1816.7755412608078,1593.398147611825,100.0,288.8032911703442,195.05898607545873,0.0,13.705614045142308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687.6674013964572,3411.039285053621,844.7408636109751,2279.311266331845,-75.42545766014427,83.32311212547779,404.2301042396501,1251.390643766998,184.99484293462834,-383.2286877502389,-38.760927673140486,31.785811202055925,66.5581612524607,1783.9422077830777,-1690.5954663993773,281.04109112165077,812.8845627648298,-193.67927742797292,-14.922744963203627,95.83463407447586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-456.1729266117198,-1251.3906437669984,100.0,1575.8399076203457,38.760927673140486,0.0,27.83170580705613,-1705.7911287889408,1690.595466399376,100.0,1278.2463500627,193.67927742797633,0.0,17.924979081358764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774.5442046392039,3393.3670891005772,884.1638647945925,584.6087395610556,-215.5309358895306,74.13894419044311,600.8046991339928,1230.102667583922,200.5401377375108,275.75137378102227,-46.379804583057194,30.35507486798963,78.46064434681942,1751.762692035773,-1787.0272779024037,272.8921071180589,243.20082849544065,-191.99735869523465,-17.652069022307444,85.32293907447789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-544.1141606314524,-1230.102667583922,100.0,-806.9369516198651,46.379804583057194,0.0,31.259813924380953,-1693.3308283048784,1787.0272779024044,100.0,931.3395032668222,191.99735869522442,0.0,18.54451583054557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909.6755902100077,3294.6214802969967,918.6666860458021,1771.4843861785846,1193.9022068205077,63.671091063133076,642.4722060934331,1205.0228477708365,215.3111173138364,-118.43863847613079,-53.92631213635241,28.69055730781355,77.60960761997694,1659.9026379935829,-1882.5431134369874,263.4115853415377,-55.05000184921755,-190.01585428190083,-20.2454447315111,77.99377749082996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-625.918957705747,-1205.0228477708365,100.0,-441.22776220245385,53.92631213635241,0.0,24.181740491511448,-1646.3483304400263,1882.5431134369878,100.0,-509.14512403626645,190.015854281894,0.0,9.434052895834848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044.9529747272604,3220.6541932691216,947.6519252675623,-1018.3267355161718,400.42061408072414,52.10079929624044,783.9890543958387,1176.1903179644669,229.19402217754822,965.5010872638138,-61.38867503770598,26.80507789218538,80.73053807905717,1680.937765383048,-1976.9939335747254,252.67254053557627,-648.5163874632156,-187.73785605526314,-22.68289906963929,77.66700714655796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-714.3980761566011,-1176.1903179644669,100.0,488.9307179974031,61.38867503770598,0.0,16.15720113846111,-1628.7265860026614,1976.9939335747256,100.0,257.62190168412303,187.7378560552495,0.0,18.82248541051013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194.4696804329067,3264.869656177921,970.6177150163893,320.5882459066538,127.61996845224758,39.62840371208358,895.8460071072365,1143.6500673934347,242.08193239729627,-848.8985758742837,-68.75524928801497,24.713157741265093,93.73795483674206,1685.9593703511546,-2070.2323606984223,240.75768002581646,-1546.783769507466,-185.1669185206947,-24.94565985226643,73.75421890392927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-852.634187063529,-1143.6500673934347,100.0,-991.4873171250593,68.75524928802179,0.0,19.8882589894975,-1660.6316065023648,2070.232360698422,100.0,-122.77971788801096,185.1669185206879,0.0,26.133784245023683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
