pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,blue_p0_pos_x,blue_p0_pos_y,blue_p0_pos_z,blue_p0_vel_x,blue_p0_vel_y,blue_p0_vel_z,blue_p0_boost,blue_p1_pos_x,blue_p1_pos_y,blue_p1_pos_z,blue_p1_vel_x,blue_p1_vel_y,blue_p1_vel_z,blue_p1_boost,blue_p2_pos_x,blue_p2_pos_y,blue_p2_pos_z,blue_p2_vel_x,blue_p2_vel_y,blue_p2_vel_z,blue_p2_boost,orange_p0_pos_x,orange_p0_pos_y,orange_p0_pos_z,orange_p0_vel_x,orange_p0_vel_y,orange_p0_vel_z,orange_p0_boost,orange_p1_pos_x,orange_p1_pos_y,orange_p1_pos_z,orange_p1_vel_x,orange_p1_vel_y,orange_p1_vel_z,orange_p1_boost,orange_p2_pos_x,orange_p2_pos_y,orange_p2_pos_z,orange_p2_vel_x,orange_p2_vel_y,orange_p2_vel_z,orange_p2_boost,Target_Goal_Value
24.835707650561634,3424.0792150585658,600.0,-688.5677118963542,2346.4895600908585,105.55896669948652,37.211668371584736,1300.0,100.0,-1062.6941740711582,-0.2611635094262965,35.18657434443455,44.04548695936472,1767.032321452449,-1199.9999999999998,300.0,-345.99825149985463,-197.9253854549711,-0.10317547160525464,88.49532816332446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.93960410746698,-1300.0,100.00000000000003,-1300.729408026177,0.2611635094262965,-8.526512829121202e-13,50.075938127878594,-1781.4123643419937,1199.9999999999995,100.0,1608.2238111586798,197.92538545498473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.7403304633692,3418.0988001638084,652.627138873371,797.3908694594986,1070.369605392109,104.64136034968249,119.79520843741437,1298.0415283033894,117.5707066531697,119.89950761178477,-7.8328547046317,35.050522043759784,59.74796846532662,1734.9084969775574,-1298.936964132042,299.22668061208134,573.7487243988926,-197.77033294877583,-3.0912648796802955,95.48321603602346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98.67063833099174,-1298.0415283033894,100.0,-132.63517271781717,7.8328547046317,0.0,39.38012542366018,-1828.8063055126186,1298.9369641320418,100.0,1440.3558370795622,197.7703329487997,0.0,2.5585392167380485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233.05036375538535,3482.818439117359,704.3393200067762,1869.5848820398505,-1421.983778784736,101.90449449570963,185.46966746839135,1292.169181702668,135.0055356251961,-89.90288457202453,-15.653437069868232,34.643417260553804,58.09718810268804,1789.1431464650657,-1397.7189160688831,296.9127026770826,1448.608757501006,-197.30541836298585,-6.158624408713536,96.92912532251492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-189.02398164624444,-1292.169181702668,100.0,697.9734352501283,15.653437069868232,0.0,31.976986651283898,-1802.172436454943,1397.718916068883,100.0,-93.14086874891132,197.30541836301313,0.0,2.411751310847621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357.27952875958914,3516.2821605695062,754.2374928078516,1022.1601554546726,962.0515491499759,97.39595136700473,324.1735006848813,1282.3921608575229,152.16966000338812,676.7846480397901,-23.44949398433755,33.96840821503446,62.134003016921156,1784.6624727349647,-1496.1910864849197,293.0759606350073,-225.34115825181743,-196.5313701152354,-9.178358101164577,91.94059597268209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-315.8378362177586,-1282.3921608575229,100.0,799.1502783234205,23.44949398433755,0.0,33.45587175345088,-1754.27420151098,1496.1910864849199,100.0,-552.4913663862424,196.5313701152627,0.0,15.550712943206605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497.73788814161657,3456.800033767856,801.4541444231176,-616.1393773443052,-2728.653908850331,91.19411497835472,356.780506885358,1268.7257841828368,168.93034628616263,2003.1040824836514,-31.208810762605026,33.03071488302038,75.37756288752868,1767.6745927734169,-1594.1991914132213,287.7461247559313,-419.74650267442485,-195.44940096680193,-12.12711377092944,94.58265576398085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-454.94668341251025,-1268.7257841828368,100.0,-308.40279337198666,31.208810762605026,0.0,30.13342570663985,-1747.1181129037616,1594.1991914132216,100.0,-265.2861619903899,195.44940096678488,0.0,10.751077928148494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688.9466064368096,3402.765968608123,845.1683820247385,2279.765274501941,-98.53847236973706,83.40680837176933,493.97858592002274,1251.191463848139,185.15798083694682,351.7773864585365,-38.91923028280871,31.837588628848295,69.11735110085196,1652.785123978851,-1691.5896739741556,280.9644116940516,-61.07763234203276,-194.0612061224249,-14.982088118705974,84.68845972591592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-508.44414541301524,-1251.191463848139,100.0,-233.74084236915962,38.91923028280871,0.0,24.075304810420967,-1740.9805288753482,1691.5896739741559,100.0,-563.9712195018944,194.06120612241125,0.0,16.47806118941646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776.0413415066597,3345.7872512749987,884.6202045771929,585.0254017125576,-1209.6008053671494,74.16941904133978,538.8393158178444,1229.8166722295064,200.72707221155878,396.08578862085835,-46.56867203424099,30.39825612916289,71.65048089908896,1697.9342064161945,-1788.2099449648304,272.78326575130893,-13.521878796080955,-192.36896057436184,-17.721203074346192,80.41778882761675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-539.4700610416876,-1229.8166722295064,100.0,110.10172191079789,46.56867203424099,0.0,26.82899748563873,-1693.9687880821932,1788.2099449648306,100.0,344.8871545008137,192.36896057435501,0.0,13.265436773114876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911.3704380926258,3285.882141279551,919.123715959717,1771.8575606938737,-1420.4766877683028,63.64254513178764,579.5400909758856,1204.6348988664627,215.5172216078759,589.432868926819,-54.14515104477459,28.72384802124259,83.23509370529135,1628.045090249277,-1883.9086219324017,263.26595331543217,759.3001814877414,-190.37531569463454,-20.323276530839394,82.29969808221219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-634.5940768671636,-1204.6348988664627,100.0,624.3465718905173,54.14515104476777,0.0,19.183163953199287,-1726.1137296776467,1883.9086219324026,100.0,-591.5061842159639,190.37531569463113,0.0,8.79412768455061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046.82231946774,3273.798939316242,948.0790497256207,-1018.0028729077554,-1857.0863832401255,52.009203333117284,726.2443593116305,1175.6855979913298,229.41405393311433,500.0527803781017,-61.636796658644926,26.827312827616794,88.63275125055878,1590.8597178553343,-1978.535766356676,252.48607360869707,-168.97303578794663,-188.08339508088807,-22.768186149661176,69.79304916924694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-713.6387205245779,-1175.6855979913298,100.0,-576.1654389490388,61.636796658638104,0.0,9.52050612781077,-1698.0127199051954,1978.535766356677,100.0,-1316.641046118399,188.08339508088466,0.0,27.26743725361322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196.4874841753299,3186.1188278513446,970.9827981786171,320.85733322908936,874.0113778897239,39.471647013997995,815.5524501704673,1143.0141267132285,242.31010228859645,-997.8155672321367,-69.0318711351415,24.72331682263814,93.01633713288933,1558.4310122524425,-2071.943118570384,240.52698953086988,-1263.2113391990833,-185.4967896624521,-25.037024970709467,83.67482895815152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-811.5185930317849,-1143.0141267132285,100.0,180.34191632516809,69.03187113513468,0.0,15.357451204044057,-1601.5846345947582,2071.9431185703825,100.0,-1259.4442828536,185.49678966244528,0.0,32.265350042072555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
